Item#,Description,Metal,Gms,Categories,Collections,Diamond Quality,Size,Quantity OH,Price,Image
KJ00276R.RD-1.7-21F,14KW 1.7ctw (RD-1.1ctr) F+VS+ LGD RING 4gms,14KW,4.01,RING,,F+VS+,Sz7,1,1097,
KJ00279E.RD-1.6-22F,14KY 1.6ctw (RD-0.2ctr) F+VS+ LGD EARR 3.6gms,14KY,3.64,EARR,,F+VS+,,1,870,https://images.kirajewels.net/USA/KJ00279E-1.5-22.png
KJ00316B.RD-10-23F,14KR 10ctw (RD-0.25ctr) F+VS+ LGD BRAC 8.99gms,14KR,8.99,BRAC,,F+VS+,"SZ 7.25""",1,2760,https://images.kirajewels.net/USA/KJ00316B.RD-10-23.jpg
KJ00317B.RD-5-23F,14KR 5ctw (RD-0.1ctr) G+VS+ LGD Bracelet 9.44 gms,14KR,9.15,BRAC,,F+VS+,"7""",1,1827,https://images.kirajewels.net/USA/KJ00317B.RD-5-23.jpg
KJ00320B.EM-10-21F,14KW 10ctw (EM-0.3ctr) F+VS+ LGD BRAC 9.2gms,14KW,9.23,BRAC,,F+VS+,7,1,3230,https://images.kirajewels.net/USA/KJ00320B.EM-10-21F.png
KJ00320B.EM-10-21F,14KW 10ctw (EM-0.33ctr) F+VS+ LGD BRAC 9.23gms,14KW,9.23,BRAC,,F+VS+,7,1,3230,https://images.kirajewels.net/USA/KJ00320B.EM-10-21F.png
KJ00320B.EM-10-22F,14KY 10ctw (EM-0.33ctr) F+VS+ LGD BRAC 9.23gms,14KY,9.23,BRAC,,F+VS+,7,3,3230,https://images.kirajewels.net/USA/KJ00320B.EM-12-22.png
KJ00320B.EM-10-22F,14KY 10ctw (EM-0.33ctr) F+VS+ LGD BRAC 9.23gms,14KY,9.23,BRAC,,F+VS+,7,1,3230,https://images.kirajewels.net/USA/KJ00320B.EM-12-22.png
KJ00320B.EM-10-22G,14KY 10ctw (EM-0.3ctr) G+VS+ LGD BRAC 9.4gms,14KY,9.41,BRAC,,G+VS+,7,1,3145,https://images.kirajewels.net/USA/KJ00320B.EM-12-22.png
KJ00320B.EM-12-21F,14KW 12ctw (EM-0.4ctr) F+VS+ LGD BRAC 9.8gms,14KW,9.75,BRAC,,F+VS+,7,1,3649,https://images.kirajewels.net/USA/KJ00320B.EM-10-21F.png
KJ00320B.EM-12-21F,14KW 12ctw (EM-0.4ctr) F+VS+ LGD BRAC 9.8gms,14KW,9.75,BRAC,,F+VS+,7,1,3649,https://images.kirajewels.net/USA/KJ00320B.EM-10-21F.png
KJ00320B.EM-12-22F,14KY 12ctw (EM-0.41ctr) F+VS+ LGD BRAC 9.75gms,14KY,9.75,BRAC,,F+VS+,7,2,3649,https://images.kirajewels.net/USA/KJ00320B.EM-12-22.png
KJ00320B.EM-12-22G,14KY 12ctw (EM-0.4ctr) G+VS+ LGD BRAC 9.7gms,14KY,9.7,BRAC,,G+VS+,7,1,3547,https://images.kirajewels.net/USA/KJ00320B.EM-12-22.png
KJ00320B.EM-7-21F,14KW 7ctw [D=62(EM-7ctr)] F+VS+ LGD Brac 9.51 gms,14KW,9.51,BRAC,,F+VS+,"7""",1,2729,https://images.kirajewels.net/USA/KJ00320B.EM-10-21F.png
KJ00320B.OV-10-21F,14KW 10ctw (OV-0.4ctr) F+VS+ LGD BRAC 11.2gms,14KW,11.15,BRAC,,F+VS+,7,1,3462,https://images.kirajewels.net/USA/KJ00320B.OV-11-21F.png
KJ00320B.OV-10-22G,14KY 10ctw (OV-0.4ctr) G+VS+ LGD BRAC 11gms,14KW,11.02,BRAC,,G+VS+,7,1,3377,https://images.kirajewels.net/USA/KJ00320B.OV-7-22.png
KJ00320B.OV-11-21F,14KW 11ctw (OV-0.4ctr) F+VS+ LGD BRAC 9.7gms,14KW,9.7,BRAC,,F+VS+,7,3,3408,https://images.kirajewels.net/USA/KJ00320B.OV-11-21F.png
KJ00320B.OV-11-22F,14KY 11ctw (OV-0.4ctr) F+VS+ LGD BRAC 9.7gms,14KY,9.7,BRAC,,F+VS+,7,2,3408,https://images.kirajewels.net/USA/KJ00320B.OV-7-22.png
KJ00320B.OV-11-22F,14KY 11ctw (OV-0.4ctr) F+VS+ LGD BRAC 9.7gms,14KY,9.7,BRAC,,F+VS+,7,1,3408,https://images.kirajewels.net/USA/KJ00320B.OV-7-22.png
KJ00320B.OV-12-21F,14KW 12ctw [D=24(OV-12ctr)] F+VS+ LGD Brac 10.28 gms,14KW,10.28,BRAC,,F+VS+,Sz 7,1,3673,https://images.kirajewels.net/USA/KJ00320B.OV-11-21F.png
KJ00320B.OV-12-22G,14KY 12ctw [D=24(OV-12ctr)] G+VS+ LGD Brac 10.28 gms,14KY,10.28,BRAC,,G+VS+,Sz 7,1,3572,https://images.kirajewels.net/USA/KJ00320B.OV-7-22.png
KJ00320B.OV-5.5-21F,14KW 5.5ctw (OV-0.2ctr) F+VS+ LGD BRAC 9.3gms,14KW,9.32,BRAC,,F+VS+,7,1,2397,https://images.kirajewels.net/USA/KJ00320B.OV-11-21F.png
KJ00320B.OV-7-21F,14KW 7ctw (OV-0.2ctr) F+VS+ LGD BRAC 8.6gms,14KW,8.6,BRAC,,F+VS+,7,2,2611,https://images.kirajewels.net/USA/KJ00320B.OV-11-21F.png
KJ00320B.RD-10.25-21F,14KW 10.25ctw [D=33(RD-0.3ctr)] F+VS+ LGD Bracelet 9.8 gms,14KW,9.8,BRAC,,F+VS+,SZ-7,1,3086,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-10.25-22G,14KY 10.25ctw [D=33(RD-0.3ctr)] F+VS+ LGD Bracelet 9.8 gms,14KY,9.8,BRAC,,G+VS+,SZ-7,1,2978,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-12-21F,14KW 12ctw [D=31(RD-0.4ctr)] F+VS+ LGD Bracelet 10.71 gms,14KW,10.71,BRAC,,F+VS+,SZ-7,1,3625,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-12-22G,14KY 12ctw [D=31(RD-0.4ctr)] F+VS+ LGD Bracelet 10.71 gms,14KY,10.71,BRAC,,G+VS+,SZ-7,1,3499,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-15-21F,14KW 15ctw (RD-0.6ctr) F+VS+ LGD BRAC 13gms,14KW,12.95,BRAC,,F+VS+,7,2,4536,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-15-21F,14KW 15ctw (RD-0.56/0.53ctr) F+VS+ LGD BRAC 12.95gms,14KW,12.95,BRAC,TENN,F+VS+,7,2,4536,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-15-21F,14KW 15ctw (RD-0.56/0.53ctr) F+VS+ LGD BRAC 12.95gms,14KW,12.95,BRAC,TENN,F+VS+,7,1,4536,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-15-22F,14KY 15ctw (RD-0.56/0.53ctr) F+VS+ LGD BRAC 12.95gms,14KY,12.95,BRAC,,F+VS+,7,2,4536,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-15-22F,14KY 15ctw (RD-0.56/0.53ctr) F+VS+ LGD BRAC 12.95gms,14KY,12.95,BRAC,,F+VS+,7,1,4536,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-3-21F,14KW 3ctw F+VS+ LGD BRAC 7.3gms,14KW,7.31,BRAC,,F+VS+,"SZ 7""",1,1657,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-3-23F,14KR 3ctw F+VS+ LGD BRAC 7.9gms,14KR,7.93,BRAC,,F+VS+,"SZ 7""",1,1657,https://images.kirajewels.net/USA/KJ00320B.RD-3-23.jpg
KJ00320B.RD-5-22F,14KY 5ctw F+VS+ LGD BRAC 8.9gms,14KY,8.88,BRAC,,F+VS+,"SZ 7""",3,2065,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-5.1-21F,14KW 5.1ctw (RD-0.1ctr) F+VS+ LGD BRAC 8.2gms,14KW,8.22,BRAC,,F+VS+,7,1,2065,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-6-22F,14KY 6ctw (RD-0.15ctr) F+VS+ LGD BRAC 9.6gms,14KY,9.6,BRAC,,F+VS+,7,2,2175,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-6-22F,14KY 6ctw (RD-0.15ctr) F+VS+ LGD BRAC 9.6gms,14KY,9.6,BRAC,,F+VS+,7,1,2175,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-7-21F,14KW 7ctw [D=39(RD-0.2ctr)] F+VS+ LGD Bracelet 8.66 gms,14KW,8.66,BRAC,,F+VS+,SZ-7,2,2345,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-7-22F,14KY 7ctw F+VS+ LGD BRAC 7.9gms,14KY,7.89,BRAC,,F+VS+,"SZ 7.25""",2,2345,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-7-22G,14KY 7ctw [D=39(RD-0.2ctr)] F+VS+ LGD Bracelet 8.66 gms,14KY,8.66,BRAC,,G+VS+,SZ-7,1,2300,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-7-23F,14KR 7ctw F+VS+ LGD BRAC 7.7gms,14KR,7.71,BRAC,,F+VS+,"SZ 7.25""",1,2345,https://images.kirajewels.net/USA/KJ00320B.RD-3-23.jpg
KJ00320B.RD-8-21F,14KW 8ctw (RD-0.2ctr) F+VS+ LGD BRAC 9.2gms,14KW,9.24,BRAC,,F+VS+,7,1,2512,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-8-21F,14KW 8ctw (RD-0.22ctr) F+VS+ LGD BRAC 9.23gms,14KW,9.23,BRAC,,F+VS+,7,17,2512,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-8-21F,14KW 8ctw (RD-0.22ctr) F+VS+ LGD BRAC 9.23gms,14KW,9.23,BRAC,,F+VS+,7,1,2512,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320B.RD-8-22F,14KY 8ctw (RD-0.22ctr) F+VS+ LGD BRAC 9.23gms,14KY,9.23,BRAC,,F+VS+,7,10,2512,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-8-22F,14KY 8ctw (RD-0.22ctr) F+VS+ LGD BRAC 9.23gms,14KY,9.23,BRAC,,F+VS+,7,1,2512,https://images.kirajewels.net/USA/KJ00320B.RD-15-22.png
KJ00320B.RD-9-21F,14KW 9ctw (RD-0.3ctr) F+VS+ LGD BRAC 10.6gms,14KW,10.6,BRAC,,F+VS+,7,1,3008,https://images.kirajewels.net/USA/KJ00320B.RD-3-21.jpg
KJ00320N.RD-15-21F,14KW 15ctw [D=108(RD-4.01ctr)] F+VS+ LGD Neck 21.75 gms,14KW,21.75,NECK,,F+VS+,"16""",1,5255,https://images.kirajewels.net/USA/KJ00320N.RD-15-21F.png
KJ00348B.RD-9-22F,14KY 9ctw (RD-0.2ctr) F+VS+ LGD BRAC 9.48gms,14KY,9.48,BRAC,,F+VS+,"7""",1,2663,https://images.kirajewels.net/USA/KJ00348B-9.6-22.jpg
KJ00353B.EM-10-21F,14KW 10ctw (EM-0.18ctr) F+VS+ LGD BRAC 10gms,14KW,10,BRAC,,F+VS+,,10,3384,
KJ00353B.EM-10-22F,14KY 10ctw (EM-0.18ctr) F+VS+ LGD BRAC 10gms,14KY,10,BRAC,,F+VS+,,10,3384,https://images.kirajewels.net/USA/KJ00353B.EM.png
KJ00353B.EM-12.5-21F,14KW 12.5ctw (EM-0.24ctr) F+VS+ LGD BRAC 10.5gms,14KW,10.5,BRAC,,F+VS+,,10,3853,
KJ00353B.EM-12.5-22F,14KY 12.5ctw (EM-0.24ctr) F+VS+ LGD BRAC 10.5gms,14KY,10.5,BRAC,,F+VS+,,6,3853,https://images.kirajewels.net/USA/KJ00353B.EM.png
KJ00353B.EM-15-21F,14KW 15ctw (EM-0.31ctr) F+VS+ LGD BRAC 11.5gms,14KW,11.5,BRAC,,F+VS+,,10,4366,
KJ00353B.EM-15-22F,14KY 15ctw (EM-0.31ctr) F+VS+ LGD BRAC 11.5gms,14KY,11.5,BRAC,,F+VS+,,10,4366,https://images.kirajewels.net/USA/KJ00353B.EM.png
KJ00353B.EM-21.5-21F,14KW 21.5ctw (EM-0.5ctr) F+VS+ LGD BRAC 17.5gms,14KW,17.5,BRAC,,F+VS+,,10,5504,
KJ00353B.EM-21.5-22F,14KY 21.5ctw (EM-0.5ctr) F+VS+ LGD BRAC 17.5gms,14KY,17.5,BRAC,,F+VS+,,10,5504,https://images.kirajewels.net/USA/KJ00353B.EM.png
KJ00353B.EM-27-21F,14KW 27ctw (EM-0.7ctr) F+VS+ LGD BRAC 22gms,14KW,22,BRAC,,F+VS+,,10,5599,
KJ00353B.EM-27-22F,14KY 27ctw (EM-0.7ctr) F+VS+ LGD BRAC 22gms,14KY,22,BRAC,,F+VS+,,10,6783,https://images.kirajewels.net/USA/KJ00353B.EM.png
KJ00353B.OV-12.5-21F,14KW 12.5ctw (OV-0.27ctr) F+VS+ LGD BRAC 10.3gms,14KW,10.3,BRAC,,F+VS+,,10,3906,https://images.kirajewels.net/USA/KJ00353B-13.33-21.jpg
KJ00353B.OV-14.7-22G,14KY 14.7ctw(OV-0.3ctr) G+VS+ LGD BRAC 9.95gms,14KY,9.95,BRAC,,G+VS+,,1,4141,https://images.kirajewels.net/USA/KJ00353B.OV-14.7-22G.png
KJ00353B.OV-14.7-22G,14KY 14.7ctw(OV-0.3ctr) G+VS+ LGD BRAC 9.95gms,14KY,9.95,BRAC,,G+VS+,,3,4141,https://images.kirajewels.net/USA/KJ00353B.OV-14.7-22G.png
KJ00353B.OV-16.5-21F,14KW 16.5ctw (OV-0.4ctr) F+VS+ LGD BRAC 13gms,14KW,13,BRAC,,F+VS+,,10,4818,https://images.kirajewels.net/USA/KJ00353B-13.33-21.jpg
KJ00353B.OV-16.5-22F,14KY 16.5ctw (OV-0.4ctr) F+VS+ LGD BRAC 13gms,14KY,13,BRAC,,F+VS+,,10,4818,https://images.kirajewels.net/USA/KJ00353B.OV-14.7-22G.png
KJ00353B.OV-24-21F,14KW 24ctw (OV-0.7ctr) F+VS+ LGD BRAC 20.5gms,14KW,20.5,BRAC,,F+VS+,,10,6921,https://images.kirajewels.net/USA/KJ00353B-13.33-21.jpg
KJ00353B.OV-9-21F,14KW 9ctw (OV-0.18ctr) F+VS+ LGD BRAC 9.6gms,14KW,9.6,BRAC,TENN,F+VS+,"SZ 7""",1,3234,
KJ00353B.OV-9-21F,14KW 9ctw (OV-0.18ctr) F+VS+ LGD BRAC 9.6gms,14KW,9.6,BRAC,,F+VS+,,10,3234,https://images.kirajewels.net/USA/KJ00353B-13.33-21.jpg
KJ00353B.OV-9-22F,14KY 9ctw (OV-0.18ctr) F+VS+ LGD BRAC 9.6gms,14KY,9.6,BRAC,,F+VS+,,10,3234,https://images.kirajewels.net/USA/KJ00353B.OV-14.7-22G.png
KJ00354B.OV-7-21F,14KW 7ctw (OV-0.2ctr) F+VS+ LGD BRAC 7.29gms,14KW,7.29,BRAC,TENN,F+VS+,"SZ 7""",1,2264,https://images.kirajewels.net/USA/KJ00354B.OV-7-21F.jpg
KJ00354B.OV-7-22F,14KY 7ctw (OV-0.2ctr) F+VS+ LGD BRAC 7.29gms,14KY,7.29,BRAC,TENN,F+VS+,"7""",1,2264,https://images.kirajewels.net/USA/KJ00354B-6.8-22.jpg
KJ00354B.OV-7-22F,14KY 7ctw (OV-0.2ctr) F+VS+ LGD BRAC 7.29gms,14KY,7.29,BRAC,TENN,F+VS+,"7""",1,2264,https://images.kirajewels.net/USA/KJ00354B-6.8-22.jpg
KJ00361B.EM-10-22F,14KY 10.05ctw (EM-0.93ctr) F+VS+ LGD BRAC 8.8gms,14KY,8.82,BRAC,,F+VS+,"SZ 7""",1,3002,https://images.kirajewels.net/USA/KJ00362B-10-22.jpg
KJ00361B.OV-10-23F,14KR 10ctw (OV-0.92ctr) F+VS+ LGD BRAC 8gms,14KR,7.96,BRAC,,F+VS+,"SZ 7""",1,2745,https://images.kirajewels.net/USA/KJ00361B-10-23.jpg
KJ00361B.OV-10-23F,14KR 10ctw (OV-0.92ctr) F+VS+ LGD BRAC 8gms,14KR,7.96,BRAC,,F+VS+,"SZ 7""",1,2745,https://images.kirajewels.net/USA/KJ00361B-10-23.jpg
KJ00361B.PS-10-22F,14KY 10ctw (PS-0.9ctr) F+VS+ LGD BRAC 8.4gms,14KY,8.45,BRAC,,F+VS+,"SZ 7""",1,2716,https://images.kirajewels.net/USA/KJ00360B-10-22.jpg
KJ00366B.PS-6.1-21F,14KW 6.1ctw (PS-0.64ctr) F+VS+ LGD BRAC 7.1gms,14KW,7.07,BRAC,,F+VS+,"SZ 7""",2,2073,https://images.kirajewels.net/USA/KJ00366B.PS.6.1_21.jpg
KJ00366B.PS-6.1-21F,14KW 6.1ctw (PS-0.64ctr) F+VS+ LGD BRAC 7.1gms,14KW,7.07,BRAC,,F+VS+,"SZ 7""",1,2073,https://images.kirajewels.net/USA/KJ00366B.PS.6.1_21.jpg
KJ00366B.PS-6.1-22F,14KY 6.1ctw (PS-0.64ctr) F+VS+ LGD BRAC 7.1gms,14KY,7.07,BRAC,,F+VS+,"7""",1,2073,https://images.kirajewels.net/USA/KJ00366B-6.1-22.jpg
KJ00368B.PS-10-21F,14KW 10ctw (PS-0.37ctr) F+VS+ LGD BRAC 9.5gms,14KW,9.5,BRAC,,F+VS+,,10,2776,https://images.kirajewels.net/USA/KJ00368B-8-21.jpg
KJ00368B.PS-10-22F,14KY 10ctw (PS-0.37ctr) F+VS+ LGD BRAC 9.5gms,14KY,9.5,BRAC,,F+VS+,,10,2776,https://images.kirajewels.net/USA/KJ00368B-8-22.jpg
KJ00368B.PS-12-21F,14KW 12ctw (PS-0.48ctr) F+VS+ LGD BRAC 10.5gms,14KW,10.5,BRAC,,F+VS+,,10,3653,https://images.kirajewels.net/USA/KJ00368B-8-21.jpg
KJ00368B.PS-12-22F,14KY 12ctw (PS-0.48ctr) F+VS+ LGD BRAC 10.5gms,14KY,10.5,BRAC,,F+VS+,,10,3653,https://images.kirajewels.net/USA/KJ00368B-8-22.jpg
KJ00368B.PS-7-21F,14KW 7ctw (PS-0.23ctr) F+VS+ LGD BRAC 7.2gms,14KW,7.2,BRAC,,F+VS+,,10,2243,https://images.kirajewels.net/USA/KJ00368B-8-21.jpg
KJ00368B.PS-7-22F,14KY 7ctw (PS-0.23ctr) F+VS+ LGD BRAC 7.2gms,14KY,7.2,BRAC,,F+VS+,,10,2243,https://images.kirajewels.net/USA/KJ00368B-8-22.jpg
KJ00368B.PS-8-21F,14KW 8ctw F+VS+ LGD BRAC 6.79gms,14KW,6.79,BRAC,,F+VS+,"SZ 7""",10,2515,https://images.kirajewels.net/USA/KJ00368B-8-21.jpg
KJ00368B.PS-8-22F,14KY 8ctw (PS-0.3ctr) F+VS+ LGD BRAC 6.79gms,14KY,6.79,BRAC,,F+VS+,"SZ 7""",10,2515,https://images.kirajewels.net/USA/KJ00368B-8-22.jpg
KJ00368B.PS-8-23F,14KR 8ctw (PS-0.3ctr) F+VS+ LGD BRAC 6.79gms,14KR,6.79,BRAC,,F+VS+,"7""",2,2515,https://images.kirajewels.net/USA/KJ00368B.PS-8-23F.jpg
KJ00368B.PS-8-23F,14KR 8ctw (PS-0.3ctr) F+VS+ LGD BRAC 6.79gms,14KR,6.79,BRAC,,F+VS+,"7""",1,2515,https://images.kirajewels.net/USA/KJ00368B.PS-8-23F.jpg
KJ00368B.PS-8.5-22F,14KY 8.53ctw (PS-0.32ctr) F+VS+ LGD BRAC 5.7gms,14KY,5.67,BRAC,,F+VS+,"7""",1,2479,https://images.kirajewels.net/USA/KJ00368B-8-22.jpg
KJ00369B.MQ-16.4-21G,14KW 16.4ctw (MQ-0.4ctr) G+VS+ LGD BRAC 11.92gms,14KW,11.92,BRAC,,G+VS+,,4,4597,https://images.kirajewels.net/USA/KJ00369B-16.3-21.jpg
KJ00369B.MQ-16.4-22G,14KY 16.4ctw(MQ-0.4ctr) G+VS+ LGD BRAC 11.92gms,14KY,11.92,BRAC,,G+VS+,,1,4597,https://images.kirajewels.net/USA/KJ00369B-16.3-22.jpg
KJ00369B.MQ-16.4-23G,14KR 16.4ctw(MQ-0.4ctr) G+VS+ LGD BRAC 11.8gms,14KR,11.92,BRAC,,G+VS+,,1,4597,https://images.kirajewels.net/USA/KJ00369B-16.3-23.jpg
KJ00370B.MQ-13-23F,14KR 13ctw (MQ-3ctr) F+VS+ LGD BRAC 9.2gms,14KR,9.22,BRAC,,F+VS+,"7""",1,4194,https://images.kirajewels.net/USA/KJ00370B-13.4-23.jpg
KJ00370B.MQ-13-23F,14KR 13ctw (MQ-3ctr) F+VS+ LGD BRAC 9.2gms,14KR,9.22,BRAC,,F+VS+,"7""",2,4194,https://images.kirajewels.net/USA/KJ00370B-13.4-23.jpg
KJ00370B.MQ-13-23F,14KR 13ctw (MQ-3ctr) F+VS+ LGD BRAC 9.2gms,14KR,9.22,BRAC,,F+VS+,"7""",1,4194,https://images.kirajewels.net/USA/KJ00370B-13.4-23.jpg
KJ00370B.MQ-13.4-22F,14KY 13.4ctw (MQ-3ctr) F+VS+ LGD BRAC 9.7gms,14KY,9.74,BRAC,,F+VS+,7,1,4150,https://images.kirajewels.net/USA/KJ00370B-13.4-22.jpg
KJ00371B.MX-4-23G,14KR 4.1ctw (EM-0.2ctr) G+VS+ LGD BRAC 8.5gms,14KR,8.54,BRAC,,G+VS+,"7""",1,2040,https://images.kirajewels.net/USA/KJ00371B-4.2-23.jpg
KJ00371B.MX-4-23G,14KR 4.1ctw (EM-0.2ctr) G+VS+ LGD BRAC 8.5gms,14KR,8.54,BRAC,,G+VS+,"7""",3,2040,https://images.kirajewels.net/USA/KJ00371B-4.2-23.jpg
KJ00372B.MX-10.5-22F,14KY 10.5ctw (PR-0.4ctr) F+VS+ LGD BRAC 6.6gms,14KY,6.27,BRAC,,F+VS+,"7""",1,2810,https://images.kirajewels.net/USA/KJ00372B-10.5-22.jpg
KJ00373B.MX-10-21F,14KW 10ctw (PS/MQ-0.5/0.5ctr) F+VS+ LGD BRAC 6.64gms,14KW,6.64,BRAC,,F+VS+,,10,2808,
KJ00373B.MX-10-22F,14KY 10ctw (PS/MQ-0.5/0.5ctr) F+VS+ LGD BRAC 6.64gms,14KY,6.64,BRAC,,F+VS+,,10,2782,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00373B.MX-10.3-22F,14KY 10.3ctw(OV-0.5ctr) F+VS+ LGD BRAC 6.6gms,14KY,6.57,BRAC,,F+VS+,,1,2812,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00373B.MX-10.3-22F,14KY 10.3ctw(OV-0.5ctr) F+VS+ LGD BRAC 6.6gms,14KY,6.57,BRAC,,F+VS+,,1,2812,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00373B.MX-12-21F,14KW 12ctw (PS/MQ-0.6/0.6ctr) F+VS+ LGD BRAC 8.4gms,14KW,8.4,BRAC,,F+VS+,,10,2474,
KJ00373B.MX-12-22F,14KY 12ctw (PS/MQ-0.6/0.6ctr) F+VS+ LGD BRAC 8.4gms,14KY,8.4,BRAC,,F+VS+,,10,2474,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00373B.MX-5-21F,14KW 5ctw (PS/MQ-0.25/0.25ctr) F+VS+ LGD BRAC 6.5gms,14KW,6.5,BRAC,,F+VS+,,10,1924,
KJ00373B.MX-5-22F,14KY 5ctw (PS/MQ-0.25/0.25ctr) F+VS+ LGD BRAC 6.5gms,14KY,6.5,BRAC,,F+VS+,,10,1924,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00373B.MX-6-21F,14KW 6ctw (PS/MQ-0.3/0.3ctr) F+VS+ LGD BRAC 7.1gms,14KW,7.1,BRAC,,F+VS+,,10,2158,
KJ00373B.MX-6-22F,14KY 6ctw (PS/MQ-0.3/0.3ctr) F+VS+ LGD BRAC 7.1gms,14KY,7.1,BRAC,,F+VS+,,10,2158,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00373B.MX-8-21F,14KW 8ctw (PS/MQ-0.4/0.4ctr) F+VS+ LGD BRAC 7.7gms,14KW,7.7,BRAC,,F+VS+,,10,2570,
KJ00373B.MX-8-22F,14KY 8ctw (PS/MQ-0.4/0.4ctr) F+VS+ LGD BRAC 7.7gms,14KY,7.7,BRAC,,F+VS+,,10,2570,https://images.kirajewels.net/USA/KJ00373B.MX.jpg
KJ00374B.MX-10-21F,14KW 10ctw(MQ/RD-0.51/0.49ctr) F+VS+ LGD BRAC 6.7gms,14KW,6.65,BRAC,TENN,F+VS+,"7""",1,2808,https://images.kirajewels.net/USA/KJ00374B-7.5-21.jpg
KJ00374B.MX-10-21F,14KW 10ctw(MQ/RD-0.51/0.49ctr) F+VS+ LGD BRAC 6.7gms,14KW,6.65,BRAC,TENN,F+VS+,7,2,2808,https://images.kirajewels.net/USA/KJ00374B-7.5-21.jpg
KJ00374B.MX-7.3-21V,14KW 7.3ctw F+VVS+ LGD BRAC 7.3gms,14KW,7.26,BRAC,,F+VVS+,"SZ 7""",1,3084,https://images.kirajewels.net/USA/KJ00374B-7.5-21.jpg
KJ00374B.MX-7.3-21V,14KW 7.3ctw F+VVS+ LGD BRAC 7.3gms,14KW,7.26,BRAC,,F+VVS+,"SZ 7""",3,3084,https://images.kirajewels.net/USA/KJ00374B-7.5-21.jpg
KJ00374B.MX-7.5-21F,14KW 7.5ctw(OV-0.5ctr) F+VS+ LGD BRAC 7.5gms,14KW,7.47,BRAC,,F+VS+,,1,2378,https://images.kirajewels.net/USA/KJ00374B-7.5-21.jpg
KJ00374B.MX-7.5-21F,14KW 7.5ctw(OV-0.5ctr) F+VS+ LGD BRAC 7.5gms,14KW,7.47,BRAC,,F+VS+,,1,2378,https://images.kirajewels.net/USA/KJ00374B-7.5-21.jpg
KJ00375B.RD-13-21F,14KW 13ctw (RD-0.18) F+VS+ LGD BRAC 13.1gms,14KW,13.11,BRAC,,F+VS+,"SZ 7""",1,3610,https://images.kirajewels.net/USA/KJ00375B-13-21.jpg
KJ00375B.RD-13-22F,14KY 13.1ctw (RD-0.18ctr) F+VS+ LGD BRAC 12.5gms,14KY,12.51,BRAC,,F+VS+,"SZ 7""",1,3610,https://images.kirajewels.net/USA/KJ00375B-13-22.jpg
KJ00379B.RD-10.3-21F,14KW 10.3ctw (RD-0.2ctr) F+VS+ LGD BRAC 13.8gms,14KW,13.79,BRAC,,F+VS+,"SZ 7""",1,3638,https://images.kirajewels.net/USA/KJ00379B.RD-8-21.jpg
KJ00379B.RD-10.3-21F,14KW 10.3ctw (RD-0.2ctr) F+VS+ LGD BRAC 13.8gms,14KW,13.79,BRAC,,F+VS+,"SZ 7""",3,3638,https://images.kirajewels.net/USA/KJ00379B.RD-8-21.jpg
KJ00379B.RD-10.3-23F,14KR 10.25ctw (RD-0.21ctr) F+VS+ LGD BRAC 13.7gms,14KR,13.65,BRAC,,F+VS+,"SZ 7""",1,3638,https://images.kirajewels.net/USA/KJ00379B.RD-8-23.jpg
